Occultation Index	Occultation Type	UTC Start Time	UTC End Time	UTC Transition Time	Duration (s)	Tangent Centre Longitude	Tangent Centre Latitude	Tangent Centre Local Time (hrs)	
482	Ingress	2018 APR 13 15:19:01	2018 APR 13 15:23:37	2018 APR 13 15:22:31	276.0	-164.9	-71.2	16.2	
483	Egress	2018 APR 13 16:03:35	2018 APR 13 16:07:54	2018 APR 13 16:04:39	259.0	13.4	63.3	4.8	
484	Ingress	2018 APR 13 17:16:52	2018 APR 13 17:21:28	2018 APR 13 17:20:23	276.0	166.5	-71.2	16.2	
485	Egress	2018 APR 13 18:01:28	2018 APR 13 18:05:47	2018 APR 13 18:02:32	259.0	-15.4	63.6	4.8	
486	Ingress	2018 APR 13 19:14:42	2018 APR 13 19:19:19	2018 APR 13 19:18:14	277.0	137.8	-71.3	16.2	
487	Egress	2018 APR 13 19:59:20	2018 APR 13 20:03:39	2018 APR 13 20:00:23	259.0	-44.3	63.8	4.8	
488	Ingress	2018 APR 13 21:12:33	2018 APR 13 21:17:09	2018 APR 13 21:16:03	276.0	109.1	-71.3	16.2	
489	Egress	2018 APR 13 21:57:10	2018 APR 13 22:01:29	2018 APR 13 21:58:14	259.0	-73.0	63.9	4.8	
490	Ingress	2018 APR 13 23:10:25	2018 APR 13 23:15:00	2018 APR 13 23:13:55	275.0	80.6	-71.3	16.2	
491	Egress	2018 APR 13 23:55:03	2018 APR 13 23:59:21	2018 APR 13 23:56:06	258.0	-101.8	64.1	4.7	
492	Ingress	2018 APR 14 01:08:19	2018 APR 14 01:12:54	2018 APR 14 01:11:49	275.0	51.9	-71.3	16.2	
493	Egress	2018 APR 14 01:52:57	2018 APR 14 01:57:15	2018 APR 14 01:54:01	258.0	-130.6	64.3	4.7	
494	Ingress	2018 APR 14 03:06:14	2018 APR 14 03:10:49	2018 APR 14 03:09:44	275.0	23.4	-71.3	16.2	
495	Egress	2018 APR 14 03:50:53	2018 APR 14 03:55:11	2018 APR 14 03:51:57	258.0	-159.5	64.5	4.7	
496	Ingress	2018 APR 14 05:04:10	2018 APR 14 05:08:44	2018 APR 14 05:07:39	274.0	-5.4	-71.4	16.2	
497	Egress	2018 APR 14 05:48:49	2018 APR 14 05:53:07	2018 APR 14 05:49:52	258.0	171.7	64.7	4.7	
498	Ingress	2018 APR 14 07:02:01	2018 APR 14 07:06:36	2018 APR 14 07:05:31	275.0	-34.1	-71.4	16.2	
499	Egress	2018 APR 14 07:46:41	2018 APR 14 07:50:59	2018 APR 14 07:47:45	258.0	142.8	64.9	4.7	
500	Ingress	2018 APR 14 08:59:49	2018 APR 14 09:04:24	2018 APR 14 09:03:19	275.0	-62.8	-71.4	16.2	
501	Egress	2018 APR 14 09:44:30	2018 APR 14 09:48:48	2018 APR 14 09:45:34	258.0	114.0	65.1	4.7	
502	Ingress	2018 APR 14 10:57:40	2018 APR 14 11:02:15	2018 APR 14 11:01:09	275.0	-91.3	-71.4	16.2	
503	Egress	2018 APR 14 11:42:22	2018 APR 14 11:46:39	2018 APR 14 11:43:25	257.0	85.3	65.2	4.7	
504	Ingress	2018 APR 14 12:55:36	2018 APR 14 13:00:10	2018 APR 14 12:59:05	274.0	-120.0	-71.4	16.2	
505	Egress	2018 APR 14 13:40:18	2018 APR 14 13:44:35	2018 APR 14 13:41:21	257.0	56.5	65.4	4.7	
506	Ingress	2018 APR 14 14:53:31	2018 APR 14 14:58:04	2018 APR 14 14:56:59	273.0	-148.6	-71.4	16.2	
507	Egress	2018 APR 14 15:38:14	2018 APR 14 15:42:31	2018 APR 14 15:39:17	257.0	27.6	65.6	4.7	
508	Ingress	2018 APR 14 16:51:24	2018 APR 14 16:55:58	2018 APR 14 16:54:53	274.0	-177.2	-71.4	16.2	
509	Egress	2018 APR 14 17:36:08	2018 APR 14 17:40:25	2018 APR 14 17:37:11	257.0	-1.2	65.8	4.7	
510	Ingress	2018 APR 14 18:49:15	2018 APR 14 18:53:49	2018 APR 14 18:52:44	274.0	154.0	-71.5	16.2	
511	Egress	2018 APR 14 19:34:00	2018 APR 14 19:38:17	2018 APR 14 19:35:03	257.0	-30.1	66.0	4.7	
512	Ingress	2018 APR 14 20:47:05	2018 APR 14 20:51:39	2018 APR 14 20:50:34	274.0	125.4	-71.5	16.2	
513	Egress	2018 APR 14 21:31:51	2018 APR 14 21:36:08	2018 APR 14 21:32:54	257.0	-58.9	66.2	4.6	
514	Ingress	2018 APR 14 22:44:56	2018 APR 14 22:49:29	2018 APR 14 22:48:24	273.0	96.7	-71.5	16.2	
515	Egress	2018 APR 14 23:29:42	2018 APR 14 23:33:59	2018 APR 14 23:30:46	257.0	-87.7	66.3	4.6	
516	Ingress	2018 APR 15 00:42:49	2018 APR 15 00:47:22	2018 APR 15 00:46:17	273.0	68.2	-71.5	16.2	
517	Egress	2018 APR 15 01:27:36	2018 APR 15 01:31:52	2018 APR 15 01:28:39	256.0	-116.5	66.5	4.6	
518	Ingress	2018 APR 15 02:40:45	2018 APR 15 02:45:18	2018 APR 15 02:44:13	273.0	39.5	-71.5	16.2	
519	Egress	2018 APR 15 03:25:32	2018 APR 15 03:29:47	2018 APR 15 03:26:35	255.0	-145.3	66.7	4.6	
520	Ingress	2018 APR 15 04:38:41	2018 APR 15 04:43:14	2018 APR 15 04:42:09	273.0	10.9	-71.5	16.2	
521	Egress	2018 APR 15 05:23:28	2018 APR 15 05:27:44	2018 APR 15 05:24:31	256.0	-174.2	66.9	4.6	
522	Ingress	2018 APR 15 06:36:35	2018 APR 15 06:41:07	2018 APR 15 06:40:02	272.0	-17.9	-71.5	16.2	
523	Egress	2018 APR 15 07:21:21	2018 APR 15 07:25:37	2018 APR 15 07:22:24	256.0	157.0	67.1	4.6	
524	Ingress	2018 APR 15 08:34:24	2018 APR 15 08:38:57	2018 APR 15 08:37:52	273.0	-46.4	-71.5	16.2	
525	Egress	2018 APR 15 09:19:12	2018 APR 15 09:23:27	2018 APR 15 09:20:15	255.0	128.1	67.3	4.6	
526	Ingress	2018 APR 15 10:32:13	2018 APR 15 10:36:46	2018 APR 15 10:35:41	273.0	-75.0	-71.5	16.2	
527	Egress	2018 APR 15 11:17:01	2018 APR 15 11:21:17	2018 APR 15 11:18:04	256.0	99.3	67.4	4.6	
528	Ingress	2018 APR 15 12:30:08	2018 APR 15 12:34:40	2018 APR 15 12:33:35	272.0	-103.7	-71.5	16.2	
529	Egress	2018 APR 15 13:14:56	2018 APR 15 13:19:12	2018 APR 15 13:15:59	256.0	70.5	67.6	4.6	
530	Ingress	2018 APR 15 14:28:04	2018 APR 15 14:32:35	2018 APR 15 14:31:30	271.0	-132.4	-71.5	16.2	
531	Egress	2018 APR 15 15:12:52	2018 APR 15 15:17:08	2018 APR 15 15:13:55	256.0	41.7	67.8	4.6	
532	Ingress	2018 APR 15 16:25:57	2018 APR 15 16:30:29	2018 APR 15 16:29:24	272.0	-161.0	-71.5	16.2	
533	Egress	2018 APR 15 17:10:47	2018 APR 15 17:15:02	2018 APR 15 17:11:50	255.0	12.8	68.0	4.6	
534	Ingress	2018 APR 15 18:23:48	2018 APR 15 18:28:21	2018 APR 15 18:27:16	273.0	170.4	-71.5	16.2	
535	Egress	2018 APR 15 19:08:39	2018 APR 15 19:12:54	2018 APR 15 19:09:42	255.0	-16.1	68.2	4.5	
536	Ingress	2018 APR 15 20:21:38	2018 APR 15 20:26:11	2018 APR 15 20:25:06	273.0	141.7	-71.6	16.2	
537	Egress	2018 APR 15 21:06:30	2018 APR 15 21:10:45	2018 APR 15 21:07:33	255.0	-44.9	68.4	4.5	
538	Ingress	2018 APR 15 22:19:29	2018 APR 15 22:24:01	2018 APR 15 22:22:56	272.0	113.1	-71.6	16.2	
539	Egress	2018 APR 15 23:04:21	2018 APR 15 23:08:36	2018 APR 15 23:05:24	255.0	-73.7	68.5	4.5	
540	Ingress	2018 APR 16 00:17:21	2018 APR 16 00:21:53	2018 APR 16 00:20:48	272.0	84.5	-71.6	16.2	
541	Egress	2018 APR 16 01:02:13	2018 APR 16 01:06:27	2018 APR 16 01:03:16	254.0	-102.5	68.6	4.5	
542	Ingress	2018 APR 16 02:15:15	2018 APR 16 02:19:47	2018 APR 16 02:18:42	272.0	55.9	-71.5	16.2	
543	Egress	2018 APR 16 03:00:07	2018 APR 16 03:04:22	2018 APR 16 03:01:10	255.0	-131.3	68.8	4.5	
544	Ingress	2018 APR 16 04:13:11	2018 APR 16 04:17:43	2018 APR 16 04:16:38	272.0	27.4	-71.5	16.2	
545	Egress	2018 APR 16 04:58:03	2018 APR 16 05:02:17	2018 APR 16 04:59:06	254.0	-160.2	69.0	4.5	
546	Ingress	2018 APR 16 06:11:06	2018 APR 16 06:15:37	2018 APR 16 06:14:33	271.0	-1.4	-71.6	16.2	
547	Egress	2018 APR 16 06:55:57	2018 APR 16 07:00:12	2018 APR 16 06:57:00	255.0	170.9	69.2	4.5	
548	Ingress	2018 APR 16 08:08:57	2018 APR 16 08:13:28	2018 APR 16 08:12:24	271.0	-30.1	-71.6	16.2	
549	Egress	2018 APR 16 08:53:49	2018 APR 16 08:58:03	2018 APR 16 08:54:51	254.0	142.0	69.4	4.5	
550	Ingress	2018 APR 16 10:06:45	2018 APR 16 10:11:16	2018 APR 16 10:10:12	271.0	-58.7	-71.6	16.2	
551	Egress	2018 APR 16 10:51:37	2018 APR 16 10:55:52	2018 APR 16 10:52:40	255.0	113.2	69.6	4.5	
552	Ingress	2018 APR 16 12:04:37	2018 APR 16 12:09:08	2018 APR 16 12:08:04	271.0	-87.2	-71.6	16.3	
553	Egress	2018 APR 16 12:49:30	2018 APR 16 12:53:44	2018 APR 16 12:50:33	254.0	84.4	69.7	4.4	
554	Ingress	2018 APR 16 14:02:33	2018 APR 16 14:07:04	2018 APR 16 14:05:59	271.0	-115.8	-71.5	16.3	
555	Egress	2018 APR 16 14:47:26	2018 APR 16 14:51:40	2018 APR 16 14:48:28	254.0	55.6	69.8	4.4	
556	Ingress	2018 APR 16 16:00:28	2018 APR 16 16:04:59	2018 APR 16 16:03:54	271.0	-144.5	-71.5	16.3	
557	Egress	2018 APR 16 16:45:21	2018 APR 16 16:49:35	2018 APR 16 16:46:24	254.0	26.7	70.0	4.4	
558	Ingress	2018 APR 16 17:58:20	2018 APR 16 18:02:51	2018 APR 16 18:01:47	271.0	-173.1	-71.6	16.3	
559	Egress	2018 APR 16 18:43:14	2018 APR 16 18:47:28	2018 APR 16 18:44:17	254.0	-2.3	70.2	4.4	
560	Ingress	2018 APR 16 19:56:11	2018 APR 16 20:00:42	2018 APR 16 19:59:38	271.0	158.2	-71.6	16.3	
561	Egress	2018 APR 16 20:41:05	2018 APR 16 20:45:20	2018 APR 16 20:42:08	255.0	-31.2	70.4	4.4	
562	Ingress	2018 APR 16 21:54:01	2018 APR 16 21:58:32	2018 APR 16 21:57:28	271.0	129.6	-71.6	16.3	
563	Egress	2018 APR 16 22:38:56	2018 APR 16 22:43:10	2018 APR 16 22:39:58	254.0	-60.0	70.6	4.4	
