Orbit Index	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
48	2018 NOV 07 11:17:34	2018 NOV 07 11:46:55	2018 NOV 07 12:16:16	3522.5	21.9	55.7	-172.5	62.6	-20.6	-62.6	11.9	12.8	4	-		3x COP rows 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
49	2018 NOV 07 12:16:16	2018 NOV 07 12:45:50	2018 NOV 07 13:15:25	3548.3	-172.5	-138.3	-7.1	-62.6	21.9	62.6	168.2	0.8	1	-	-	-		
49	2018 NOV 07 13:15:25	2018 NOV 07 13:44:46	2018 NOV 07 14:14:08	3523.9	-7.1	26.8	158.5	62.6	-20.7	-62.5	11.6	12.8	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
50	2018 NOV 07 14:14:08	2018 NOV 07 14:43:43	2018 NOV 07 15:13:18	3549.7	158.5	-167.2	-36.0	-62.5	22.0	62.5	168.5	0.8	4	-	-	-		
50	2018 NOV 07 15:13:18	2018 NOV 07 15:42:41	2018 NOV 07 16:12:03	3525.2	-36.0	-2.2	129.5	62.5	-20.7	-62.5	11.4	12.8	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
51	2018 NOV 07 16:12:03	2018 NOV 07 16:41:38	2018 NOV 07 17:11:12	3549.0	129.5	163.8	-64.9	-62.5	22.1	62.5	168.8	0.8	1	-	-	-		
51	2018 NOV 07 17:11:12	2018 NOV 07 17:40:36	2018 NOV 07 18:09:59	3526.5	-64.9	-31.2	100.7	62.5	-20.7	-62.5	11.1	12.8	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
52	2018 NOV 07 18:09:59	2018 NOV 07 18:39:32	2018 NOV 07 19:09:06	3546.8	100.7	134.8	-93.8	-62.5	22.1	62.4	169.0	0.8	1	-	-	-		
52	2018 NOV 07 19:09:06	2018 NOV 07 19:38:29	2018 NOV 07 20:07:52	3526.2	-93.8	-60.1	71.9	62.4	-20.8	-62.4	10.8	12.7	1	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7		
53	2018 NOV 07 20:07:52	2018 NOV 07 20:37:24	2018 NOV 07 21:06:57	3545.2	71.9	105.9	-122.6	-62.4	22.2	62.4	169.3	0.8	4	-	-	-		
53	2018 NOV 07 21:06:57	2018 NOV 07 21:36:19	2018 NOV 07 22:05:41	3524.3	-122.6	-89.1	43.1	62.4	-20.9	-62.4	10.5	12.7	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
54	2018 NOV 07 22:05:41	2018 NOV 07 22:35:14	2018 NOV 07 23:04:47	3545.4	43.1	77.0	-151.4	-62.4	22.3	62.4	169.6	0.7	4	-	-	-		
54	2018 NOV 07 23:04:47	2018 NOV 07 23:34:08	2018 NOV 08 00:03:30	3523.4	-151.4	-118.0	14.2	62.4	-20.9	-62.3	10.3	12.7	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
55	2018 NOV 08 00:03:30	2018 NOV 08 00:33:03	2018 NOV 08 01:02:37	3546.8	14.2	48.1	179.6	-62.3	22.3	62.3	169.8	0.7	1	-	-	-		
55	2018 NOV 08 01:02:37	2018 NOV 08 01:32:00	2018 NOV 08 02:01:23	3525.7	179.6	-146.9	-14.8	62.3	-21.0	-62.3	10.0	12.7	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
56	2018 NOV 08 02:01:23	2018 NOV 08 02:30:56	2018 NOV 08 03:00:30	3547.5	-14.8	19.1	150.7	-62.3	22.3	62.2	170.0	0.7	4	-	-	-		
56	2018 NOV 08 03:00:30	2018 NOV 08 03:29:53	2018 NOV 08 03:59:17	3526.7	150.7	-175.8	-43.7	62.2	-21.1	-62.2	9.8	12.7	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
57	2018 NOV 08 03:59:17	2018 NOV 08 04:28:51	2018 NOV 08 04:58:25	3548.0	-43.7	-9.8	121.7	-62.2	22.4	62.2	170.3	0.7	1	-	-	-		
57	2018 NOV 08 04:58:25	2018 NOV 08 05:27:48	2018 NOV 08 05:57:10	3525.5	121.7	155.2	-72.6	62.2	-21.1	-62.2	9.5	12.7	1	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
58	2018 NOV 08 05:57:10	2018 NOV 08 06:26:45	2018 NOV 08 06:56:19	3548.7	-72.6	-38.8	92.9	-62.2	22.5	62.2	170.6	0.7	4	-	-	-		
58	2018 NOV 08 06:56:19	2018 NOV 08 07:25:41	2018 NOV 08 07:55:02	3523.3	92.9	126.2	-101.4	62.2	-21.2	-62.1	9.2	12.6	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
59	2018 NOV 08 07:55:02	2018 NOV 08 08:24:37	2018 NOV 08 08:54:11	3548.5	-101.4	-67.8	64.1	-62.1	22.5	62.1	170.9	0.7	4	-	-	-		
59	2018 NOV 08 08:54:11	2018 NOV 08 09:23:32	2018 NOV 08 09:52:53	3521.9	64.1	97.3	-130.2	62.1	-21.2	-62.1	9.0	12.6	4	-		3x COP rows 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7		
60	2018 NOV 08 09:52:53	2018 NOV 08 10:22:26	2018 NOV 08 10:52:00	3547.0	-130.2	-96.7	35.3	-62.1	22.6	62.1	171.1	0.6	1	-	-	-		
60	2018 NOV 08 10:52:00	2018 NOV 08 11:21:21	2018 NOV 08 11:50:42	3521.8	35.3	68.4	-159.1	62.1	-21.3	-62.1	8.7	12.6	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
61	2018 NOV 08 11:50:42	2018 NOV 08 12:20:15	2018 NOV 08 12:49:49	3547.8	-159.1	-125.6	6.4	-62.1	22.6	62.0	171.4	0.6	1	-	-	-		
61	2018 NOV 08 12:49:49	2018 NOV 08 13:19:11	2018 NOV 08 13:48:32	3522.8	6.4	39.5	172.0	62.0	-21.4	-62.0	8.5	12.6	1	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
62	2018 NOV 08 13:48:32	2018 NOV 08 14:18:07	2018 NOV 08 14:47:42	3549.8	172.0	-154.5	-22.6	-62.0	22.7	62.0	171.6	0.6	4	-	-	-		
62	2018 NOV 08 14:47:42	2018 NOV 08 15:17:04	2018 NOV 08 15:46:26	3524.2	-22.6	10.5	143.0	62.0	-21.4	-61.9	8.2	12.6	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:MERIDIANI SULPHATES; 	
63	2018 NOV 08 15:46:26	2018 NOV 08 16:16:01	2018 NOV 08 16:45:36	3549.9	143.0	176.5	-51.5	-61.9	22.8	61.9	171.9	0.6	1	-	-	-		
63	2018 NOV 08 16:45:36	2018 NOV 08 17:14:59	2018 NOV 08 17:44:21	3525.5	-51.5	-18.4	114.1	61.9	-21.4	-61.9	8.0	12.5	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
64	2018 NOV 08 17:44:21	2018 NOV 08 18:13:55	2018 NOV 08 18:43:29	3548.1	114.1	147.6	-80.4	-61.9	22.8	61.9	172.1	0.6	4	-	-	-		
64	2018 NOV 08 18:43:29	2018 NOV 08 19:12:52	2018 NOV 08 19:42:15	3525.9	-80.4	-47.4	85.3	61.9	-21.5	-61.9	7.7	12.5	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
65	2018 NOV 08 19:42:15	2018 NOV 08 20:11:48	2018 NOV 08 20:41:21	3546.0	85.3	118.6	-109.2	-61.9	22.9	61.8	172.4	0.5	4	-	-	-		
65	2018 NOV 08 20:41:21	2018 NOV 08 21:10:44	2018 NOV 08 21:40:06	3524.6	-109.2	-76.3	56.5	61.8	-21.6	-61.8	7.4	12.5	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
66	2018 NOV 08 21:40:06	2018 NOV 08 22:09:39	2018 NOV 08 22:39:11	3545.2	56.5	89.7	-138.0	-61.8	23.0	61.8	172.7	0.5	1	-	-	-		
66	2018 NOV 08 22:39:11	2018 NOV 08 23:08:33	2018 NOV 08 23:37:54	3522.9	-138.0	-105.3	27.6	61.8	-21.6	-61.8	7.2	12.5	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
67	2018 NOV 08 23:37:54	2018 NOV 09 00:07:27	2018 NOV 09 00:37:01	3546.5	27.6	60.8	-166.9	-61.8	23.0	61.8	172.9	0.5	1	-	-	-		
67	2018 NOV 09 00:37:01	2018 NOV 09 01:06:23	2018 NOV 09 01:35:45	3524.3	-166.9	-134.2	-1.3	61.8	-21.7	-61.7	6.9	12.5	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7		
68	2018 NOV 09 01:35:45	2018 NOV 09 02:05:19	2018 NOV 09 02:34:53	3547.8	-1.3	31.9	164.1	-61.7	23.0	61.7	173.2	0.5	4	-	-	-		
68	2018 NOV 09 02:34:53	2018 NOV 09 03:04:16	2018 NOV 09 03:33:39	3526.1	164.1	-163.1	-30.3	61.7	-21.8	-61.6	6.7	12.5	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
69	2018 NOV 09 03:33:39	2018 NOV 09 04:03:13	2018 NOV 09 04:32:47	3548.3	-30.3	2.9	135.2	-61.6	23.1	61.6	173.4	0.5	1	-	-	-		
69	2018 NOV 09 04:32:47	2018 NOV 09 05:02:10	2018 NOV 09 05:31:33	3525.8	135.2	168.0	-59.2	61.6	-21.8	-61.6	6.4	12.4	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
70	2018 NOV 09 05:31:33	2018 NOV 09 06:01:07	2018 NOV 09 06:30:42	3548.9	-59.2	-26.1	106.3	-61.6	23.1	61.6	173.7	0.5	4	-	-	-		
70	2018 NOV 09 06:30:42	2018 NOV 09 07:00:04	2018 NOV 09 07:29:26	3523.9	106.3	139.0	-88.0	61.6	-21.9	-61.5	6.1	12.4	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:CURIOSITY; &daysideMatch:INSIGHT; 	
71	2018 NOV 09 07:29:26	2018 NOV 09 07:59:00	2018 NOV 09 08:28:35	3549.0	-88.0	-55.0	77.5	-61.5	23.2	61.5	174.0	0.4	3	-	-	-		
71	2018 NOV 09 08:28:35	2018 NOV 09 08:57:56	2018 NOV 09 09:27:17	3522.1	77.5	110.0	-116.8	61.5	-21.9	-61.5	5.8	12.4	3	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7		
72	2018 NOV 09 09:27:17	2018 NOV 09 09:56:51	2018 NOV 09 10:26:25	3548.0	-116.8	-84.0	48.7	-61.5	23.3	61.5	174.2	0.4	1	-	-	-		
72	2018 NOV 09 10:26:25	2018 NOV 09 10:55:46	2018 NOV 09 11:25:06	3521.3	48.7	81.1	-145.6	61.5	-22.0	-61.5	5.6	12.4	1	-		COP row -1: UVIS off	&daysideMatch:NILI FOSSAE; 	
73	2018 NOV 09 11:25:06	2018 NOV 09 11:54:40	2018 NOV 09 12:24:14	3547.4	-145.6	-112.9	19.8	-61.5	23.3	61.4	174.5	0.4	17	-	-	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
73	2018 NOV 09 12:24:14	2018 NOV 09 12:53:35	2018 NOV 09 13:22:56	3522.3	19.8	52.2	-174.6	61.4	-22.1	-61.4	5.4	12.4	17	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
74	2018 NOV 09 13:22:56	2018 NOV 09 13:52:31	2018 NOV 09 14:22:05	3549.4	-174.6	-141.8	-9.1	-61.4	23.4	61.4	174.7	0.4	1	-	-	-		
74	2018 NOV 09 14:22:05	2018 NOV 09 14:51:27	2018 NOV 09 15:20:49	3523.6	-9.1	23.3	156.5	61.4	-22.1	-61.3	5.1	12.3	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
75	2018 NOV 09 15:20:49	2018 NOV 09 15:50:24	2018 NOV 09 16:19:59	3550.4	156.5	-170.7	-38.1	-61.3	23.5	61.3	175.0	0.4	1	-	-	-		
75	2018 NOV 09 16:19:59	2018 NOV 09 16:49:22	2018 NOV 09 17:18:44	3525.0	-38.1	-5.7	127.5	61.3	-22.2	-61.3	4.9	12.3	1	Surface 3SUBD 01	Science: orders #168, #190, #191, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
76	2018 NOV 09 17:18:44	2018 NOV 09 17:48:19	2018 NOV 09 18:17:54	3549.4	127.5	160.3	-66.9	-61.3	23.5	61.2	175.2	0.3	4	-	-	-		
76	2018 NOV 09 18:17:54	2018 NOV 09 18:47:17	2018 NOV 09 19:16:40	3526.0	-66.9	-34.6	98.7	61.2	-22.2	-61.2	4.6	12.3	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
77	2018 NOV 09 19:16:40	2018 NOV 09 19:46:13	2018 NOV 09 20:15:47	3547.1	98.7	131.4	-95.8	-61.2	23.6	61.2	175.5	0.3	4	-	-	-		
77	2018 NOV 09 20:15:47	2018 NOV 09 20:45:10	2018 NOV 09 21:14:32	3525.5	-95.8	-63.6	69.9	61.2	-22.3	-61.2	4.3	12.3	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
78	2018 NOV 09 21:14:32	2018 NOV 09 21:44:05	2018 NOV 09 22:13:38	3545.6	69.9	102.4	-124.6	-61.2	23.7	61.2	175.8	0.3	1	-	-	-		
78	2018 NOV 09 22:13:38	2018 NOV 09 22:43:00	2018 NOV 09 23:12:21	3523.3	-124.6	-92.5	41.1	61.2	-22.4	-61.1	4.0	12.3	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
79	2018 NOV 09 23:12:21	2018 NOV 09 23:41:54	2018 NOV 10 00:11:28	3546.2	41.1	73.5	-153.4	-61.1	23.8	61.1	176.0	0.3	4	-	-	-		
79	2018 NOV 10 00:11:28	2018 NOV 10 00:40:49	2018 NOV 10 01:10:10	3522.9	-153.4	-121.4	12.2	61.1	-22.4	-61.1	3.8	12.3	4	-		3x COP rows 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7		
80	2018 NOV 10 01:10:10	2018 NOV 10 01:39:44	2018 NOV 10 02:09:18	3547.9	12.2	44.6	177.6	-61.1	23.8	61.0	176.2	0.3	1	-	-	-		
80	2018 NOV 10 02:09:18	2018 NOV 10 02:38:41	2018 NOV 10 03:08:04	3525.2	177.6	-150.3	-16.8	61.0	-22.5	-61.0	3.6	12.2	1	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
81	2018 NOV 10 03:08:04	2018 NOV 10 03:37:38	2018 NOV 10 04:07:12	3548.6	-16.8	15.7	148.7	-61.0	23.9	61.0	176.5	0.3	1	-	-	-		
81	2018 NOV 10 04:07:12	2018 NOV 10 04:36:35	2018 NOV 10 05:05:58	3525.8	148.7	-179.3	-45.7	61.0	-22.6	-60.9	3.3	12.2	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
82	2018 NOV 10 05:05:58	2018 NOV 10 05:35:33	2018 NOV 10 06:05:07	3549.1	-45.7	-13.3	119.8	-60.9	23.9	60.9	176.7	0.2	4	-	-	-		
82	2018 NOV 10 06:05:07	2018 NOV 10 06:34:29	2018 NOV 10 07:03:51	3524.4	119.8	151.7	-74.6	60.9	-22.7	-60.9	3.0	12.2	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
83	2018 NOV 10 07:03:51	2018 NOV 10 07:33:26	2018 NOV 10 08:03:01	3549.6	-74.6	-42.3	91.0	-60.9	24.0	60.9	177.0	0.2	3	-	-	-		
83	2018 NOV 10 08:03:01	2018 NOV 10 08:32:22	2018 NOV 10 09:01:43	3522.2	91.0	122.8	-103.4	60.9	-22.7	-60.8	2.8	12.2	3	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7		
84	2018 NOV 10 09:01:43	2018 NOV 10 09:31:18	2018 NOV 10 10:00:53	3549.2	-103.4	-71.2	62.2	-60.8	24.1	60.8	177.2	0.2	1	-	-	-		
84	2018 NOV 10 10:00:53	2018 NOV 10 10:30:13	2018 NOV 10 10:59:33	3520.9	62.2	93.8	-132.2	60.8	-22.8	-60.8	2.5	12.2	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:NILI FOSSAE; 	
85	2018 NOV 10 10:59:33	2018 NOV 10 11:29:07	2018 NOV 10 11:58:41	3547.8	-132.2	-100.1	33.3	-60.8	24.2	60.8	177.5	0.2	4	-	-	-		
85	2018 NOV 10 11:58:41	2018 NOV 10 12:28:02	2018 NOV 10 12:57:22	3521.2	33.3	65.0	-161.0	60.8	-22.9	-60.7	2.3	12.1	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
86	2018 NOV 10 12:57:22	2018 NOV 10 13:26:57	2018 NOV 10 13:56:31	3548.9	-161.0	-129.0	4.4	-60.7	24.2	60.7	177.7	0.2	4	-	-	-		
86	2018 NOV 10 13:56:31	2018 NOV 10 14:25:53	2018 NOV 10 14:55:14	3522.3	4.4	36.0	170.0	60.7	-22.9	-60.7	2.0	12.1	4	-		3x COP rows -1: UVIS off	&PossibleOCM; 	
87	2018 NOV 10 14:55:14	2018 NOV 10 15:24:49	2018 NOV 10 15:54:25	3550.9	170.0	-158.0	-24.5	-60.7	24.3	60.6	177.9	0.2	4	-	-	-		
87	2018 NOV 10 15:54:25	2018 NOV 10 16:23:46	2018 NOV 10 16:53:08	3523.6	-24.5	7.1	141.0	60.6	-23.0	-60.6	1.8	12.1	4	-		3x COP rows -1: UVIS off	&PossibleOCM; 	
88	2018 NOV 10 16:53:08	2018 NOV 10 17:22:44	2018 NOV 10 17:52:19	3550.7	141.0	173.1	-53.4	-60.6	24.4	60.5	178.1	0.1	3	-	-	-		
88	2018 NOV 10 17:52:19	2018 NOV 10 18:21:41	2018 NOV 10 18:51:04	3524.9	-53.4	-21.9	112.2	60.5	-23.0	-60.5	1.5	12.1	3	Surface 3SUBD 01	Science: orders #168, #190, #191, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
89	2018 NOV 10 18:51:04	2018 NOV 10 19:20:38	2018 NOV 10 19:50:12	3548.7	112.2	144.1	-82.3	-60.5	24.4	60.5	178.4	0.1	1	-	-	-		
89	2018 NOV 10 19:50:12	2018 NOV 10 20:19:35	2018 NOV 10 20:48:57	3525.1	-82.3	-50.8	83.4	60.5	-23.1	-60.5	1.3	12.1	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
90	2018 NOV 10 20:48:57	2018 NOV 10 21:18:31	2018 NOV 10 21:48:04	3546.7	83.4	115.2	-111.1	-60.5	24.5	60.5	178.6	0.1	4	-	-	-		
90	2018 NOV 10 21:48:04	2018 NOV 10 22:17:26	2018 NOV 10 22:46:48	3523.5	-111.1	-79.8	54.6	60.5	-23.2	-60.4	1.0	12.1	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
91	2018 NOV 10 22:46:48	2018 NOV 10 23:16:21	2018 NOV 10 23:45:54	3546.3	54.6	86.2	-139.9	-60.4	24.6	60.4	178.8	0.1	1	-	-	-		
91	2018 NOV 10 23:45:54	2018 NOV 11 00:15:15	2018 NOV 11 00:44:36	3522.2	-139.9	-108.7	25.7	60.4	-23.3	-60.4	0.8	12.0	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7		
92	2018 NOV 11 00:44:36	2018 NOV 11 01:14:10	2018 NOV 11 01:43:44	3547.7	25.7	57.4	-168.8	-60.4	24.7	60.3	178.9	0.1	1	-	-	-		
92	2018 NOV 11 01:43:44	2018 NOV 11 02:13:06	2018 NOV 11 02:42:28	3524.1	-168.8	-137.6	-3.3	60.3	-23.3	-60.3	0.6	12.0	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
93	2018 NOV 11 02:42:28	2018 NOV 11 03:12:02	2018 NOV 11 03:41:37	3548.7	-3.3	28.4	162.2	-60.3	24.7	60.2	179.0	0.0	4	-	-	-		
93	2018 NOV 11 03:41:37	2018 NOV 11 04:11:00	2018 NOV 11 04:40:22	3525.6	162.2	-166.5	-32.2	60.2	-23.4	-60.2	0.5	12.0	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
94	2018 NOV 11 04:40:22	2018 NOV 11 05:09:57	2018 NOV 11 05:39:32	3549.2	-32.2	-0.5	133.3	-60.2	24.7	60.2	179.1	0.0	4	-	-	-		
94	2018 NOV 11 05:39:32	2018 NOV 11 06:08:54	2018 NOV 11 06:38:17	3525.0	133.3	164.5	-61.1	60.2	-23.5	-60.2	0.4	12.0	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
95	2018 NOV 11 06:38:17	2018 NOV 11 07:07:52	2018 NOV 11 07:37:26	3549.8	-61.1	-29.5	104.5	-60.2	24.8	60.1	179.1	0.0	1	-	-	-		
95	2018 NOV 11 07:37:26	2018 NOV 11 08:06:48	2018 NOV 11 08:36:09	3522.9	104.5	135.6	-89.9	60.1	-23.6	-60.1	0.6	12.0	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7		
96	2018 NOV 11 08:36:09	2018 NOV 11 09:05:44	2018 NOV 11 09:35:19	3549.8	-89.9	-58.4	75.7	-60.1	24.9	60.1	178.9	24.0	4	-	-	-		
96	2018 NOV 11 09:35:19	2018 NOV 11 10:04:40	2018 NOV 11 10:34:00	3521.3	75.7	106.6	-118.7	60.1	-23.6	-60.1	0.8	11.9	4	-		3x COP rows 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
