degf,dvaf,sbsf,aotfPointer,steppingPointer,accumulationCount,binningFactor,integrationTime
0,1,1,209,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,110,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
0,1,1,113,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
0,1,1,116,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
0,1,1,119,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
0,1,1,122,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
0,1,1,125,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
0,1,1,128,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
0,1,1,131,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
0,1,1,134,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
0,1,1,137,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
0,1,1,140,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
0,1,1,143,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
0,1,1,146,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
0,1,1,149,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
0,1,1,152,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
0,1,1,155,21,58,0,2000 # OCCULTATION_MINISCAN_SLOW_4KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=634MS
