Target Name,Flyover #,Orbit type,Thermal orbit number,Start crossing time (UTC),End crossing time (UTC),Start crossing latitude (deg),Start crossing longitude (deg),End crossing latitude (deg),End crossing longitude (deg),Start crossing phase angle (deg),End crossing phase angle (deg)
Claritas Rise                 ,8,1,228,2018 AUG 02 06:27:50,2018 AUG 02 06:29:23,-28.3905,-104.3139,-32.9194,-102.8654,12.3213,17.1325
Claritas Rise                 ,9,1,290,2018 AUG 07 08:13:21,2018 AUG 07 08:15:53,-25.55,-100.3161,-32.9194,-98.0429,16.5197,19.1953
Claritas Rise                 ,10,1,315,2018 AUG 09 09:19:31,2018 AUG 09 09:22:03,-25.55,-104.1762,-32.9194,-101.9023,22.437,23.3429
South Thaumasia               ,1,4,4,2018 JUL 14 22:33:24,2018 JUL 14 22:34:54,-37.75,-95.2973,-42.0555,-93.4417,67.8132,69.5864
South Thaumasia               ,2,4,66,2018 JUL 20 00:19:55,2018 JUL 20 00:20:20,-37.75,-90.4829,-38.972,-89.9861,53.2715,53.9831
South Thaumasia               ,3,4,91,2018 JUL 22 01:26:04,2018 JUL 22 01:27:34,-37.75,-94.335,-42.0555,-92.4796,47.5319,50.4584
South Thaumasia               ,4,3,116,2018 JUL 24 02:33:38,2018 JUL 24 02:33:44,-41.7431,-96.4833,-42.0555,-96.3382,44.9775,45.2234
South Thaumasia               ,5,1,178,2018 JUL 29 04:18:43,2018 JUL 29 04:20:13,-37.75,-93.3728,-42.0555,-91.5176,29.3187,33.5366
South Thaumasia               ,6,1,203,2018 JUL 31 05:25:32,2018 JUL 31 05:26:24,-39.567,-96.4833,-42.0555,-95.3745,27.1525,29.7735
South Thaumasia               ,7,4,265,2018 AUG 05 07:11:23,2018 AUG 05 07:12:53,-37.75,-92.4106,-42.0555,-90.5554,20.9093,25.042
South Thaumasia               ,8,1,290,2018 AUG 07 08:17:33,2018 AUG 07 08:19:03,-37.75,-96.2661,-42.0555,-94.4104,22.2866,25.6111
East Thaumasia                ,1,1,3,2018 JUL 14 20:32:22,2018 JUL 14 20:34:35,-28.3806,-69.5906,-34.7944,-67.4811,64.7113,66.9163
East Thaumasia                ,2,4,28,2018 JUL 16 21:38:33,2018 JUL 16 21:40:45,-28.3806,-73.459,-34.7944,-71.3506,58.2381,60.8207
East Thaumasia                ,3,1,53,2018 JUL 18 22:44:42,2018 JUL 18 22:46:55,-28.3806,-77.3189,-34.7944,-75.2114,51.7729,54.7506
East Thaumasia                ,4,1,65,2018 JUL 19 22:18:52,2018 JUL 19 22:19:46,-28.3806,-64.7638,-30.9663,-63.9583,48.6882,49.9035
East Thaumasia                ,5,1,78,2018 JUL 20 23:52:48,2018 JUL 20 23:53:03,-34.0623,-79.325,-34.7944,-79.0639,48.3221,48.7397
East Thaumasia                ,6,1,90,2018 JUL 21 23:25:02,2018 JUL 21 23:27:14,-28.3806,-68.6258,-34.7944,-66.516,42.2678,45.8898
East Thaumasia                ,7,4,115,2018 JUL 24 00:31:12,2018 JUL 24 00:33:25,-28.3806,-72.494,-34.7944,-70.3855,35.918,40.0353
East Thaumasia                ,8,1,140,2018 JUL 26 01:37:22,2018 JUL 26 01:39:35,-28.3806,-76.3567,-34.7944,-74.2491,29.6965,34.3833
East Thaumasia                ,9,4,165,2018 JUL 28 02:44:29,2018 JUL 28 02:45:43,-31.2162,-79.325,-34.7944,-78.1022,25.9993,29.068
East Thaumasia                ,10,4,177,2018 JUL 29 02:17:41,2018 JUL 29 02:19:54,-28.3806,-67.661,-34.7944,-65.5509,20.9968,26.702
East Thaumasia                ,11,1,202,2018 JUL 31 03:23:52,2018 JUL 31 03:26:04,-28.3806,-71.5281,-34.7944,-69.4193,15.8979,22.3423
East Thaumasia                ,12,4,227,2018 AUG 02 04:30:02,2018 AUG 02 04:32:14,-28.3806,-75.3932,-34.7944,-73.2855,12.3922,19.2164
East Thaumasia                ,13,4,252,2018 AUG 04 05:36:10,2018 AUG 04 05:38:23,-28.3806,-79.2477,-34.7944,-77.1402,11.9617,17.9757
East Thaumasia                ,14,1,264,2018 AUG 05 05:10:21,2018 AUG 05 05:12:33,-28.3806,-66.6962,-34.7944,-64.5858,13.0118,18.18
East Thaumasia                ,15,3,289,2018 AUG 07 06:16:31,2018 AUG 07 06:18:44,-28.3806,-70.5617,-34.7944,-68.4525,17.0032,20.1836
East Thaumasia                ,16,17,314,2018 AUG 09 07:22:41,2018 AUG 09 07:24:54,-28.3806,-74.4286,-34.7944,-72.3206,22.2743,23.8033
East Thaumasia                ,17,1,339,2018 AUG 11 08:28:50,2018 AUG 11 08:31:03,-28.3806,-78.2853,-34.7944,-76.1779,28.094,28.4075
Uysses Fossae                 ,1,17,17,2018 JUL 15 23:46:43,2018 JUL 15 23:50:56,16.843,-125.3889,4.5139,-122.6448,57.5996,55.9857
Uysses Fossae                 ,2,4,79,2018 JUL 21 01:32:54,2018 JUL 21 01:33:28,17.6472,-120.7521,16.0046,-120.3611,44.7764,44.0226
Uysses Fossae                 ,3,17,104,2018 JUL 23 02:39:05,2018 JUL 23 02:43:35,17.6472,-124.6166,4.5139,-121.68,40.5084,34.2408
Uysses Fossae                 ,4,1,191,2018 JUL 30 05:31:44,2018 JUL 30 05:36:15,17.6472,-123.6511,4.5139,-120.7148,33.9793,21.0071
Uysses Fossae                 ,5,1,216,2018 AUG 01 06:41:08,2018 AUG 01 06:42:26,8.2939,-125.3889,4.5139,-124.5784,25.3793,21.4194
Uysses Fossae                 ,6,1,278,2018 AUG 06 08:24:24,2018 AUG 06 08:27:55,17.6472,-122.6854,7.3748,-120.3611,43.411,33.3698
Uysses Fossae                 ,7,4,303,2018 AUG 08 09:32:18,2018 AUG 08 09:35:05,12.6594,-125.3889,4.5139,-123.6138,43.5058,36.1923
Coprates Rise	                ,1,4,15,2018 JUL 15 20:03:20,2018 JUL 15 20:05:01,-19.0028,-59.5857,-23.9388,-58.3057,58.8622,60.198
Coprates Rise	                ,2,4,40,2018 JUL 17 21:09:31,2018 JUL 17 21:11:12,-19.0028,-63.4519,-23.9388,-62.173,52.0058,53.5142
Coprates Rise	                ,3,17,102,2018 JUL 22 22:55:59,2018 JUL 22 22:57:07,-19.0028,-58.6205,-22.2938,-57.7806,34.9828,36.2515
Coprates Rise	                ,4,4,127,2018 JUL 25 00:02:10,2018 JUL 25 00:03:52,-19.0028,-62.4877,-23.9388,-61.2085,28.118,30.3655
Coprates Rise	                ,5,1,214,2018 AUG 01 02:54:50,2018 AUG 01 02:56:31,-19.0028,-61.5224,-23.9388,-60.243,4.7418,9.3934
Coprates Rise	                ,6,4,301,2018 AUG 08 05:47:29,2018 AUG 08 05:49:10,-19.0028,-60.5564,-23.9388,-59.2767,19.9483,19.0617
Coprates Rise	                ,7,3,326,2018 AUG 10 06:54:32,2018 AUG 10 06:55:21,-21.5737,-63.7694,-23.9388,-63.1418,25.9236,25.3946
Nili Fissae-Coloe Fossae      ,1,4,10,2018 JUL 15 09:52:54,2018 JUL 15 10:01:49,42.3805,69.0047,16.8,77.2923,67.259,59.2181
Nili Fissae-Coloe Fossae      ,2,1,11,2018 JUL 15 11:58:39,2018 JUL 15 11:59:36,19.5521,47.6917,16.8,48.3617,59.5484,58.9912
Nili Fissae-Coloe Fossae      ,3,1,22,2018 JUL 16 09:27:06,2018 JUL 16 09:27:51,42.3805,81.5119,40.2372,82.4833,65.7301,64.7069
Nili Fissae-Coloe Fossae      ,4,4,23,2018 JUL 16 11:24:53,2018 JUL 16 11:33:49,42.3805,52.6095,16.8,60.8941,65.6278,56.2118
Nili Fissae-Coloe Fossae      ,5,1,35,2018 JUL 17 10:59:04,2018 JUL 17 11:08:00,42.3805,65.149,16.8,73.4337,64.2338,53.5023
Nili Fissae-Coloe Fossae      ,6,1,47,2018 JUL 18 10:33:15,2018 JUL 18 10:37:44,42.3805,77.6628,29.6969,82.4833,62.9523,56.0544
Nili Fissae-Coloe Fossae      ,7,4,48,2018 JUL 18 12:31:03,2018 JUL 18 12:39:58,42.3805,48.7504,16.8,57.0359,62.8635,50.6639
Nili Fissae-Coloe Fossae      ,8,4,60,2018 JUL 19 12:05:13,2018 JUL 19 12:14:08,42.3805,61.2994,16.8,69.5809,61.735,48.141
Nili Fissae-Coloe Fossae      ,9,1,72,2018 JUL 20 11:39:24,2018 JUL 20 11:48:19,42.3805,73.8205,16.8,82.1081,60.7375,45.7209
Nili Fissae-Coloe Fossae      ,10,4,73,2018 JUL 20 13:39:33,2018 JUL 20 13:46:06,35.6772,47.6917,16.8,53.1846,56.0391,45.5366
Nili Fissae-Coloe Fossae      ,11,4,85,2018 JUL 21 13:11:22,2018 JUL 21 13:20:17,42.3805,57.4423,16.8,65.7245,59.8368,43.2686
Nili Fissae-Coloe Fossae      ,12,4,97,2018 JUL 22 12:45:33,2018 JUL 22 12:54:29,42.3805,69.9682,16.8,78.2556,59.1571,41.1517
Nili Fissae-Coloe Fossae      ,13,3,98,2018 JUL 22 14:50:01,2018 JUL 22 14:52:16,23.297,47.6917,16.8,49.3263,44.9123,40.9898
Nili Fissae-Coloe Fossae      ,14,4,109,2018 JUL 23 12:19:45,2018 JUL 23 12:19:45,42.3805,82.4753,42.3635,82.4833,58.6365,58.6219
Nili Fissae-Coloe Fossae      ,15,3,110,2018 JUL 23 14:17:33,2018 JUL 23 14:26:28,42.3805,53.575,16.8,61.8591,58.6088,39.0739
Nili Fissae-Coloe Fossae      ,16,3,122,2018 JUL 24 13:51:43,2018 JUL 24 14:00:39,42.3805,66.1113,16.8,74.3966,58.2726,37.3693
Nili Fissae-Coloe Fossae      ,17,1,134,2018 JUL 25 13:25:55,2018 JUL 25 13:29:21,42.3805,78.6229,32.6687,82.4833,58.1048,49.1488
Nili Fissae-Coloe Fossae      ,18,1,135,2018 JUL 25 15:23:43,2018 JUL 25 15:32:38,42.3805,49.7133,16.8,57.9981,58.1013,35.8003
Nili Fissae-Coloe Fossae      ,19,4,147,2018 JUL 26 14:57:53,2018 JUL 26 15:06:48,42.3805,62.2611,16.8,70.5427,58.1216,34.6358
Nili Fissae-Coloe Fossae      ,20,4,159,2018 JUL 27 14:32:04,2018 JUL 27 14:40:10,42.3805,74.7808,19.2143,82.4833,58.3141,35.939
Nili Fissae-Coloe Fossae      ,21,1,160,2018 JUL 27 16:31:20,2018 JUL 27 16:38:46,38.1734,47.6917,16.8,54.1466,54.1043,33.7186
Nili Fissae-Coloe Fossae      ,22,3,172,2018 JUL 28 16:04:01,2018 JUL 28 16:12:57,42.3805,58.4072,16.8,66.6886,58.7143,33.2136
Nili Fissae-Coloe Fossae      ,23,1,184,2018 JUL 29 15:38:12,2018 JUL 29 15:47:08,42.3805,70.9316,16.8,79.2188,59.2608,33.053
Nili Fissae-Coloe Fossae      ,24,4,185,2018 JUL 29 17:41:28,2018 JUL 29 17:44:55,26.7767,47.6917,16.8,50.2909,43.1178,33.056
Nili Fissae-Coloe Fossae      ,25,1,197,2018 JUL 30 17:10:12,2018 JUL 30 17:19:07,42.3805,54.5413,16.8,62.8248,60.0334,33.2746
Nili Fissae-Coloe Fossae      ,26,4,209,2018 JUL 31 16:44:23,2018 JUL 31 16:53:19,42.3805,67.0744,16.8,75.3603,60.9136,33.8371
Nili Fissae-Coloe Fossae      ,27,4,221,2018 AUG 01 16:18:35,2018 AUG 01 16:21:03,42.3805,79.584,35.4036,82.4833,61.9506,54.4536
Nili Fissae-Coloe Fossae      ,28,1,222,2018 AUG 01 18:16:22,2018 AUG 01 18:25:18,42.3805,50.677,16.8,58.9614,62.034,34.8127
Nili Fissae-Coloe Fossae      ,29,1,234,2018 AUG 02 17:50:32,2018 AUG 02 17:59:28,42.3805,63.2226,16.8,71.5049,63.218,36.0275
Nili Fissae-Coloe Fossae      ,30,1,246,2018 AUG 03 17:24:44,2018 AUG 03 17:31:32,42.3805,75.7407,22.9699,82.4833,64.5452,43.9736
Nili Fissae-Coloe Fossae      ,31,4,247,2018 AUG 03 19:23:12,2018 AUG 03 19:31:26,40.4672,47.6917,16.8,55.1085,62.6,37.6473
Nili Fissae-Coloe Fossae      ,32,3,259,2018 AUG 04 18:56:41,2018 AUG 04 19:05:37,42.3805,59.3713,16.8,67.6522,66.1081,39.392
Nili Fissae-Coloe Fossae      ,33,3,271,2018 AUG 05 18:30:52,2018 AUG 05 18:39:48,42.3805,71.8945,16.8,80.1815,67.6894,41.3502
Nili Fissae-Coloe Fossae      ,34,1,272,2018 AUG 05 20:33:01,2018 AUG 05 20:37:35,29.9913,47.6917,16.8,51.255,54.9281,41.5146
Nili Fissae-Coloe Fossae      ,35,1,284,2018 AUG 06 20:02:51,2018 AUG 06 20:11:47,42.3805,55.5076,16.8,63.7906,69.5118,43.6615
Nili Fissae-Coloe Fossae      ,36,1,296,2018 AUG 07 19:37:02,2018 AUG 07 19:45:58,42.3805,68.0379,16.8,76.3244,71.3099,45.9635
Nili Fissae-Coloe Fossae      ,37,1,308,2018 AUG 08 19:11:14,2018 AUG 08 19:12:49,42.3805,80.5459,37.9179,82.4833,73.2116,68.7544
Nili Fissae-Coloe Fossae      ,38,4,309,2018 AUG 08 21:09:02,2018 AUG 08 21:17:57,42.3805,51.6413,16.8,59.9256,73.354,48.5971
Nili Fissae-Coloe Fossae      ,39,1,321,2018 AUG 09 20:43:12,2018 AUG 09 20:52:08,42.3805,64.1841,16.8,72.4673,75.3338,51.1481
Nili Fissae-Coloe Fossae      ,40,1,333,2018 AUG 10 20:17:23,2018 AUG 10 20:22:59,42.3805,76.7001,26.4599,82.4833,77.4052,62.4728
Nili Fissae-Coloe Fossae      ,41,4,334,2018 AUG 10 22:15:11,2018 AUG 10 22:24:06,42.3805,47.7846,16.8,56.0703,77.5664,54.0152
CH4_ROI_ACIDALIA MUD VOLCANOES,1,3,38,2018 JUL 17 16:51:45,2018 JUL 17 16:53:05,44.68,-22.9715,40.93,-21.1521,65.1647,63.0492
CH4_ROI_ACIDALIA MUD VOLCANOES,2,4,63,2018 JUL 19 17:58:47,2018 JUL 19 17:59:15,42.234,-25.61,40.93,-25.0088,61.3318,60.4609
CH4_ROI_ACIDALIA MUD VOLCANOES,3,1,125,2018 JUL 24 19:44:24,2018 JUL 24 19:45:16,44.68,-22.0069,42.2575,-20.8,60.3319,58.0881
CH4_ROI_ACIDALIA MUD VOLCANOES,4,4,150,2018 JUL 26 20:50:44,2018 JUL 26 20:51:54,44.1889,-25.61,40.93,-24.0457,59.9526,56.7173
CH4_ROI_ACIDALIA MUD VOLCANOES,5,1,212,2018 JUL 31 22:37:03,2018 JUL 31 22:37:13,44.68,-21.0412,44.2152,-20.8,63.6752,63.1704
CH4_ROI_ACIDALIA MUD VOLCANOES,6,1,237,2018 AUG 02 23:43:13,2018 AUG 02 23:44:34,44.68,-24.9015,40.93,-23.0825,66.0674,62.0079
CH4_ROI_ACIDALIA MUD VOLCANOES,7,1,324,2018 AUG 10 02:35:53,2018 AUG 10 02:37:14,44.68,-23.9383,40.93,-22.1191,78.1665,74.4887
CH4_ROI_NILI FOSSAE           ,1,3,271,2018 AUG 05 18:37:30,2018 AUG 05 18:37:52,23.4431,78.51,22.3854,78.79,48.0746,46.9982
CH4_ROI_AEOLIS MENSAE - MFF   ,1,3,157,2018 JUL 27 10:51:40,2018 JUL 27 10:52:21,-1.8,145.0285,-3.8,145.454,20.3391,19.4678
CH4_ROI_AEOLIS MENSAE - MFF   ,2,4,244,2018 AUG 03 13:44:20,2018 AUG 03 13:45:01,-1.8,145.991,-3.8,146.4165,18.0169,15.9964
CH4_ROI_CERBERUS FOSSAE       ,1,4,57,2018 JUL 19 06:22:32,2018 JUL 19 06:23:14,11.14,157.6991,9.14,158.1426,46.9504,46.4526
CH4_ROI_UTOPIA                ,1,1,196,2018 JUL 30 15:15:42,2018 JUL 30 15:16:04,33.0318,87.18,31.97,87.5366,50.0794,48.966
CH4_ROI_UTOPIA                ,2,3,283,2018 AUG 06 18:08:01,2018 AUG 06 18:08:43,33.97,87.8203,31.97,88.5016,60.7148,58.6762
CH4_ROI_ARGYRE                ,1,1,114,2018 JUL 23 22:37:28,2018 JUL 23 22:37:35,-40.2033,-39.25,-40.54,-39.102,44.228,44.4851
CH4_ROI_ARGYRE                ,2,4,201,2018 JUL 31 01:29:33,2018 JUL 31 01:30:14,-38.54,-38.9869,-40.54,-38.1339,26.3792,28.4679
CH4_ROI_ARGYRE                ,3,4,288,2018 AUG 07 04:22:12,2018 AUG 07 04:22:50,-38.54,-38.0185,-40.348,-37.25,22.6924,24.1033
CH4_ROI_VERNAL CRATER         ,1,4,187,2018 JUL 29 21:44:07,2018 JUL 29 21:44:48,6.64,-5.369,4.64,-4.9386,23.1443,21.2768
CH4_ROI_VERNAL CRATER         ,2,4,274,2018 AUG 06 00:36:46,2018 AUG 06 00:37:28,6.64,-4.4031,4.64,-3.9728,31.8817,29.9646
LANDER_Phoenix                ,1,1,53,2018 JUL 18 22:09:41,2018 JUL 18 22:10:00,69.0179,-128.0999,68.4111,-126.1,83.031,82.3727
LANDER_Phoenix                ,2,1,78,2018 JUL 20 23:16:28,2018 JUL 20 23:16:42,67.7921,-128.0999,67.3,-126.7397,82.42,81.8629
LANDER_Phoenix                ,3,1,140,2018 JUL 26 01:02:12,2018 JUL 26 01:02:30,69.2882,-128.0999,68.7095,-126.1,87.634,86.7728
LANDER_Phoenix                ,4,4,165,2018 JUL 28 02:08:57,2018 JUL 28 02:09:18,68.1218,-128.0999,67.4212,-126.1,87.6824,86.6779
LANDER_Spirit                 ,1,4,69,2018 JUL 20 06:05:08,2018 JUL 20 06:05:49,-13.57,175.6216,-15.57,176.0877,42.6985,43.1377
LANDER_Opportunity            ,1,3,13,2018 JUL 15 16:01:25,2018 JUL 15 16:02:06,-0.95005,-5.6802,-2.95,-5.2546,56.9827,57.0599
LANDER_Opportunity            ,2,4,100,2018 JUL 22 18:54:04,2018 JUL 22 18:54:22,-0.95005,-4.7146,-1.837,-4.526,33.8348,33.7007
LANDER_Opportunity            ,3,4,299,2018 AUG 08 01:45:46,2018 AUG 08 01:46:15,-1.5373,-6.526,-2.95,-6.2252,30.1332,28.9937
LANDER_Curiosity              ,1,1,120,2018 JUL 24 10:11:56,2018 JUL 24 10:12:36,-3.49,136.6992,-5.49,137.1269,28.3384,28.0767
LANDER_Curiosity              ,2,4,207,2018 JUL 31 13:04:35,2018 JUL 31 13:05:16,-3.49,137.6651,-5.49,138.0929,12.9402,11.0135
